##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_047303035.1	PRJNA224116	SAMN37883960	na	na	1801630	1801630	Synechococcus sp. MIT S9509	strain=MIT S9509	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730303v1	Massachusetts Institute of Technology	GCA_047303035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/035/GCF_047303035.1_ASM4730303v1	na	na	na	haploid	bacteria	2793560	2793560	56.000000	1	1	1	NCBI RefSeq	GCF_047303035.1-RS_2025_01_29	2025-01-29	3113	3035	53	na
GCF_047303045.1	PRJNA224116	SAMN37883959	na	na	1801629	1801629	Synechococcus sp. MIT S9508	strain=MIT S9508	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730304v1	Massachusetts Institute of Technology	GCA_047303045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/045/GCF_047303045.1_ASM4730304v1	na	na	na	haploid	bacteria	2523922	2523922	56.000000	1	1	1	NCBI RefSeq	GCF_047303045.1-RS_2025_01_29	2025-01-29	2798	2731	54	na
GCF_047303155.1	PRJNA224116	SAMN37883957	na	na	3082538	3082538	Prochlorococcus sp. MIT 1313	strain=MIT 1313	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730315v1	Massachusetts Institute of Technology	GCA_047303155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/155/GCF_047303155.1_ASM4730315v1	na	na	na	haploid	bacteria	2608057	2608057	50.000000	1	1	1	NCBI RefSeq	GCF_047303155.1-RS_2025_01_29	2025-01-29	2588	2498	53	na
GCF_047303165.1	PRJNA224116	SAMN37883956	na	na	3082537	3082537	Prochlorococcus sp. MIT 1312	strain=MIT 1312	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730316v1	Massachusetts Institute of Technology	GCA_047303165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/165/GCF_047303165.1_ASM4730316v1	na	na	na	haploid	bacteria	2619436	2619436	50.500000	1	1	1	NCBI RefSeq	GCF_047303165.1-RS_2025_01_29	2025-01-29	2526	2435	54	na
GCF_047303175.1	PRJNA224116	SAMN37883955	na	na	1499500	1499500	Prochlorococcus sp. MIT 0603	strain=MIT 0603	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730317v1	Massachusetts Institute of Technology	GCA_047303175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/175/GCF_047303175.1_ASM4730317v1	na	na	na	haploid	bacteria	1752272	1752272	36.500000	1	1	1	NCBI RefSeq	GCF_047303175.1-RS_2025_01_29	2025-01-29	1909	1856	45	na
GCF_047303345.1	PRJNA224116	SAMN37883954	na	na	3082536	3082536	Prochlorococcus sp. MIT 1227	strain=MIT 1227	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730334v1	Massachusetts Institute of Technology	GCA_047303345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/345/GCF_047303345.1_ASM4730334v1	na	na	na	haploid	bacteria	2615763	2615763	50.500000	1	1	1	NCBI RefSeq	GCF_047303345.1-RS_2025_01_29	2025-01-29	2578	2483	54	na
GCF_047303415.1	PRJNA224116	SAMN37883953	na	na	3082535	3082535	Prochlorococcus sp. MIT 1201	strain=MIT 1201	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730341v1	Massachusetts Institute of Technology	GCA_047303415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/415/GCF_047303415.1_ASM4730341v1	na	na	na	haploid	bacteria	2592940	2592940	50.500000	1	1	1	NCBI RefSeq	GCF_047303415.1-RS_2025_01_29	2025-01-29	2500	2422	53	na
GCF_047303465.1	PRJNA224116	SAMN37883952	na	na	1499504	1499504	Prochlorococcus sp. MIT 0703	strain=MIT 0703	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730346v1	Massachusetts Institute of Technology	GCA_047303465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/465/GCF_047303465.1_ASM4730346v1	na	na	na	haploid	bacteria	2699779	2699779	50.500000	1	1	1	NCBI RefSeq	GCF_047303465.1-RS_2025_01_29	2025-01-29	2622	2528	54	na
GCF_047303495.1	PRJNA224116	SAMN37883951	na	na	1499502	1499502	Prochlorococcus sp. MIT 0701	strain=MIT 0701	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730349v1	Massachusetts Institute of Technology	GCA_047303495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/495/GCF_047303495.1_ASM4730349v1	na	na	na	haploid	bacteria	2709388	2709388	50.500000	1	1	1	NCBI RefSeq	GCF_047303495.1-RS_2025_01_29	2025-01-29	2668	2572	54	na
GCF_047303505.1	PRJNA224116	SAMN37883948	na	na	3082533	3082533	Prochlorococcus sp. MIT 9116	strain=MIT 9116	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730350v1	Massachusetts Institute of Technology	GCA_047303505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/505/GCF_047303505.1_ASM4730350v1	na	na	na	haploid	bacteria	1695276	1695276	31.000000	1	1	1	NCBI RefSeq	GCF_047303505.1-RS_2025_01_29	2025-01-29	1945	1888	44	na
GCF_047303555.1	PRJNA224116	SAMN37883950	na	na	3082534	3082534	Prochlorococcus sp. MIT 9314	strain=MIT 9314	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730355v1	Massachusetts Institute of Technology	GCA_047303555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/555/GCF_047303555.1_ASM4730355v1	na	na	na	haploid	bacteria	1687907	1687907	31.000000	1	1	1	NCBI RefSeq	GCF_047303555.1-RS_2025_01_29	2025-01-29	1942	1888	43	na
GCF_047304065.1	PRJNA224116	SAMN37883946	na	na	3082548	3082548	Synechococcus sp. MIT S9510	strain=MIT S9510	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730406v1	Massachusetts Institute of Technology	GCA_047304065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/065/GCF_047304065.1_ASM4730406v1	na	na	na	haploid	bacteria	2793565	2793565	56.000000	1	1	1	NCBI RefSeq	GCF_047304065.1-RS_2025_01_29	2025-01-29	3106	3028	53	na
GCF_047304175.1	PRJNA224116	SAMN37883945	na	na	3082547	3082547	Synechococcus sp. MIT S9503	strain=MIT S9503	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730417v1	Massachusetts Institute of Technology	GCA_047304175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/175/GCF_047304175.1_ASM4730417v1	na	na	na	haploid	bacteria	2634970	2634970	57.000000	1	1	1	NCBI RefSeq	GCF_047304175.1-RS_2025_01_29	2025-01-29	2850	2782	53	na
GCF_047304245.1	PRJNA224116	SAMN37883944	na	na	3082546	3082546	Synechococcus sp. MIT S9452	strain=MIT S9452	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730424v1	Massachusetts Institute of Technology	GCA_047304245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/245/GCF_047304245.1_ASM4730424v1	na	na	na	haploid	bacteria	2404523	2404523	60.000000	1	1	1	NCBI RefSeq	GCF_047304245.1-RS_2025_01_29	2025-01-29	2596	2541	48	na
GCF_047304495.1	PRJNA224116	SAMN37883943	na	na	3082532	3082532	Prochlorococcus sp. MIT 1342	strain=MIT 1342	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730449v1	Massachusetts Institute of Technology	GCA_047304495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/495/GCF_047304495.1_ASM4730449v1	na	na	na	haploid	bacteria	2570241	2570241	50.500000	1	1	1	NCBI RefSeq	GCF_047304495.1-RS_2025_01_31	2025-01-31	2583	2501	55	na
GCF_047304505.1	PRJNA224116	SAMN37883942	na	na	3082531	3082531	Prochlorococcus sp. MIT 1318	strain=MIT 1318	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730450v1	Massachusetts Institute of Technology	GCA_047304505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/505/GCF_047304505.1_ASM4730450v1	na	na	na	haploid	bacteria	2609429	2609429	50.000000	1	1	1	NCBI RefSeq	GCF_047304505.1-RS_2025_01_31	2025-01-31	2591	2501	55	na
GCF_047304515.1	PRJNA224116	SAMN37883941	na	na	1799667	1799667	Prochlorococcus sp. MIT 1306	strain=MIT 1306	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730451v1	Massachusetts Institute of Technology	GCA_047304515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/515/GCF_047304515.1_ASM4730451v1	na	na	na	haploid	bacteria	2520369	2520369	50.500000	1	1	1	NCBI RefSeq	GCF_047304515.1-RS_2025_01_31	2025-01-31	2491	2399	53	na
GCF_047304525.1	PRJNA224116	SAMN37883940	na	na	3082530	3082530	Prochlorococcus sp. MIT 9401	strain=MIT 9401	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730452v1	Massachusetts Institute of Technology	GCA_047304525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/525/GCF_047304525.1_ASM4730452v1	na	na	na	haploid	bacteria	1649445	1649445	31.000000	1	1	1	NCBI RefSeq	GCF_047304525.1-RS_2025_01_31	2025-01-31	1894	1850	42	na
GCF_047304535.1	PRJNA224116	SAMN37883939	na	na	3082529	3082529	Prochlorococcus sp. MIT 9322	strain=MIT 9322	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730453v1	Massachusetts Institute of Technology	GCA_047304535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/535/GCF_047304535.1_ASM4730453v1	na	na	na	haploid	bacteria	1659516	1659516	31.000000	1	1	1	NCBI RefSeq	GCF_047304535.1-RS_2025_01_31	2025-01-31	1904	1857	43	na
GCF_047304545.1	PRJNA224116	SAMN37883938	na	na	3082545	3082545	Synechococcus sp. MIT S9501	strain=MIT S9501	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730454v1	Massachusetts Institute of Technology	GCA_047304545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/545/GCF_047304545.1_ASM4730454v1	na	na	na	haploid	bacteria	2798325	2798325	56.000000	1	1	1	NCBI RefSeq	GCF_047304545.1-RS_2025_01_31	2025-01-31	3109	3033	53	na
GCF_047304555.1	PRJNA224116	SAMN37883937	na	na	166310	166310	Synechococcus sp. WH 6501	strain=WH 6501	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730455v1	Massachusetts Institute of Technology	GCA_047304555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/555/GCF_047304555.1_ASM4730455v1	na	na	na	haploid	bacteria	2414443	2414443	56.500000	1	1	1	NCBI RefSeq	GCF_047304555.1-RS_2025_01_31	2025-01-31	2663	2595	53	na
GCF_047304605.1	PRJNA224116	SAMN37883936	na	na	167553	1219	Prochlorococcus marinus str. SS35	strain=SS35	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730460v1	Massachusetts Institute of Technology	GCA_047304605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/605/GCF_047304605.1_ASM4730460v1	na	na	na	haploid	bacteria	1751899	1751899	36.500000	1	1	1	NCBI RefSeq	GCF_047304605.1-RS_2025_01_31	2025-01-31	1913	1861	45	na
GCF_047304615.1	PRJNA224116	SAMN37883935	na	na	1499499	1499499	Prochlorococcus sp. MIT 0602	strain=MIT 0602	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730461v1	Massachusetts Institute of Technology	GCA_047304615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/615/GCF_047304615.1_ASM4730461v1	na	na	na	haploid	bacteria	1752272	1752272	36.500000	1	1	1	NCBI RefSeq	GCF_047304615.1-RS_2025_01_31	2025-01-31	1905	1849	45	na
GCF_047304625.1	PRJNA224116	SAMN37883934	na	na	1499498	1499498	Prochlorococcus sp. MIT 0601	strain=MIT 0601	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730462v1	Massachusetts Institute of Technology	GCA_047304625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/625/GCF_047304625.1_ASM4730462v1	na	na	na	haploid	bacteria	1752272	1752272	36.500000	1	1	1	NCBI RefSeq	GCF_047304625.1-RS_2025_01_31	2025-01-31	1909	1856	45	na
GCF_047304675.1	PRJNA224116	SAMN37883933	na	na	59924	1219	Prochlorococcus marinus str. PAC1	strain=PAC1	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730467v1	Massachusetts Institute of Technology	GCA_047304675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/675/GCF_047304675.1_ASM4730467v1	na	na	na	haploid	bacteria	1927571	1927571	35.500000	1	1	1	NCBI RefSeq	GCF_047304675.1-RS_2025_01_31	2025-01-31	2192	2138	44	na
GCF_047304685.1	PRJNA224116	SAMN37883932	na	na	3082528	3082528	Prochlorococcus sp. MIT 9311	strain=MIT 9311	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730468v1	Massachusetts Institute of Technology	GCA_047304685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/685/GCF_047304685.1_ASM4730468v1	na	na	na	haploid	bacteria	1709271	1709271	31.000000	1	1	1	NCBI RefSeq	GCF_047304685.1-RS_2025_01_31	2025-01-31	1931	1881	44	na
GCF_047304705.1	PRJNA224116	SAMN37883931	na	na	166309	166309	Synechococcus sp. MIT S9220	strain=MIT S9220	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730470v1	Massachusetts Institute of Technology	GCA_047304705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/705/GCF_047304705.1_ASM4730470v1	na	na	na	haploid	bacteria	2424801	2424801	56.500000	1	1	1	NCBI RefSeq	GCF_047304705.1-RS_2025_01_31	2025-01-31	2679	2606	53	na
GCF_047304715.1	PRJNA224116	SAMN37883930	na	na	3082544	3082544	Synechococcus sp. MIT S9507	strain=MIT S9507	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730471v1	Massachusetts Institute of Technology	GCA_047304715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/715/GCF_047304715.1_ASM4730471v1	na	na	na	haploid	bacteria	2852717	2852717	56.000000	1	1	1	NCBI RefSeq	GCF_047304715.1-RS_2025_01_31	2025-01-31	3137	3045	55	na
GCF_047304725.1	PRJNA224116	SAMN37883929	na	na	3082543	3082543	Synechococcus sp. MIT S9451	strain=MIT S9451	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730472v1	Massachusetts Institute of Technology	GCA_047304725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/725/GCF_047304725.1_ASM4730472v1	na	na	na	haploid	bacteria	2605724	2605724	58.000000	1	1	1	NCBI RefSeq	GCF_047304725.1-RS_2025_01_31	2025-01-31	2734	2669	53	na
GCF_047304785.1	PRJNA224116	SAMN37883928	na	na	3082527	3082527	Prochlorococcus sp. MIT 1327	strain=MIT 1327	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730478v1	Massachusetts Institute of Technology	GCA_047304785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/785/GCF_047304785.1_ASM4730478v1	na	na	na	haploid	bacteria	2588322	2588322	50.500000	1	1	1	NCBI RefSeq	GCF_047304785.1-RS_2025_01_31	2025-01-31	2542	2448	53	na
GCF_047304905.1	PRJNA224116	SAMN37883927	na	na	3082526	3082526	Prochlorococcus sp. MIT 1323	strain=MIT 1323	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730490v1	Massachusetts Institute of Technology	GCA_047304905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/905/GCF_047304905.1_ASM4730490v1	na	na	na	haploid	bacteria	2461429	2461429	50.500000	1	1	1	NCBI RefSeq	GCF_047304905.1-RS_2025_01_31	2025-01-31	2408	2321	53	na
GCF_047305015.1	PRJNA224116	SAMN37883926	na	na	3082525	3082525	Prochlorococcus sp. MIT 1304	strain=MIT 1304	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730501v1	Massachusetts Institute of Technology	GCA_047305015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/015/GCF_047305015.1_ASM4730501v1	na	na	na	haploid	bacteria	1641776	1641776	31.500000	1	1	1	NCBI RefSeq	GCF_047305015.1-RS_2025_01_31	2025-01-31	1894	1838	43	na
GCF_047305065.1	PRJNA224116	SAMN37883925	na	na	3082524	3082524	Prochlorococcus sp. MIT 1205	strain=MIT 1205	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730506v1	Massachusetts Institute of Technology	GCA_047305065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/065/GCF_047305065.1_ASM4730506v1	na	na	na	haploid	bacteria	1641776	1641776	31.500000	1	1	1	NCBI RefSeq	GCF_047305065.1-RS_2025_01_31	2025-01-31	1900	1844	43	na
GCF_047305115.1	PRJNA224116	SAMN37883924	na	na	3082519	3082519	Prochlorococcus sp. MED1	strain=MED1	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730511v1	Massachusetts Institute of Technology	GCA_047305115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/115/GCF_047305115.1_ASM4730511v1	na	na	na	haploid	bacteria	1661798	1661798	31.000000	1	1	1	NCBI RefSeq	GCF_047305115.1-RS_2025_01_31	2025-01-31	1933	1881	43	na
GCF_047305125.1	PRJNA224116	SAMN37883923	na	na	93057	1219	Prochlorococcus marinus str. MIT 9201	strain=MIT 9201	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730512v1	Massachusetts Institute of Technology	GCA_047305125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/125/GCF_047305125.1_ASM4730512v1	na	na	na	haploid	bacteria	1685880	1685880	31.500000	1	1	1	NCBI RefSeq	GCF_047305125.1-RS_2025_01_31	2025-01-31	1936	1877	43	na
GCF_047305135.1	PRJNA224116	SAMN37883922	na	na	3082523	3082523	Prochlorococcus sp. MIT 9123	strain=MIT 9123	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730513v1	Massachusetts Institute of Technology	GCA_047305135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/135/GCF_047305135.1_ASM4730513v1	na	na	na	haploid	bacteria	1722367	1722367	31.000000	1	1	1	NCBI RefSeq	GCF_047305135.1-RS_2025_01_31	2025-01-31	1979	1912	45	na
GCF_047305145.1	PRJNA224116	SAMN37883921	na	na	3082522	3082522	Prochlorococcus sp. MIT 9321	strain=MIT 9321	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730514v1	Massachusetts Institute of Technology	GCA_047305145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/145/GCF_047305145.1_ASM4730514v1	na	na	na	haploid	bacteria	1655833	1655833	31.000000	1	1	1	NCBI RefSeq	GCF_047305145.1-RS_2025_01_31	2025-01-31	1904	1842	43	na
GCF_047305155.1	PRJNA224116	SAMN37883920	na	na	3082521	3082521	Prochlorococcus sp. MIT 0916	strain=MIT 0916	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730515v1	Massachusetts Institute of Technology	GCA_047305155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/155/GCF_047305155.1_ASM4730515v1	na	na	na	haploid	bacteria	1944257	1944257	34.500000	1	1	1	NCBI RefSeq	GCF_047305155.1-RS_2025_01_31	2025-01-31	2188	2134	44	na
GCF_047305225.1	PRJNA224116	SAMN37883919	na	na	59926	1219	Prochlorococcus marinus str. SB	strain=SB	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730522v1	Massachusetts Institute of Technology	GCA_047305225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/225/GCF_047305225.1_ASM4730522v1	na	na	na	haploid	bacteria	1674013	1674013	31.500000	1	1	1	NCBI RefSeq	GCF_047305225.1-RS_2025_01_31	2025-01-31	1886	1834	44	na
GCF_047305235.1	PRJNA224116	SAMN37883917	na	na	3082520	3082520	Prochlorococcus sp. MIT 1011	strain=MIT 1011	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730523v1	Massachusetts Institute of Technology	GCA_047305235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/235/GCF_047305235.1_ASM4730523v1	na	na	na	haploid	bacteria	1937723	1937723	34.500000	1	1	1	NCBI RefSeq	GCF_047305235.1-RS_2025_01_31	2025-01-31	2274	2217	44	na
GCF_047497115.1	PRJNA224116	SAMN37883979	na	na	59919	1219	Prochlorococcus marinus subsp. pastoris str. CCMP1986	strain=MED4x substr. MED4x	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749711v1	Massachusetts Institute of Technology	GCA_047497115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/497/115/GCF_047497115.1_ASM4749711v1	na	na	na	haploid	bacteria	1659597	1659597	31.000000	1	1	1	NCBI RefSeq	GCF_047497115.1-RS_2025_02_07	2025-02-07	1927	1879	43	na
GCF_047497125.1	PRJNA224116	SAMN37883978	na	na	59919	1219	Prochlorococcus marinus subsp. pastoris str. CCMP1986	strain=MED4ax substr. MED4ax	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749712v1	Massachusetts Institute of Technology	GCA_047497125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/497/125/GCF_047497125.1_ASM4749712v1	na	na	na	haploid	bacteria	1659596	1659596	31.000000	1	1	1	NCBI RefSeq	GCF_047497125.1-RS_2025_02_07	2025-02-07	1928	1879	43	na
GCF_047497135.1	PRJNA224116	SAMN37883958	na	na	1801628	1801628	Synechococcus sp. MIT S9504	strain=MIT S9504	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749713v1	Massachusetts Institute of Technology	GCA_047497135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/497/135/GCF_047497135.1_ASM4749713v1	na	na	na	haploid	bacteria	3137804	3137804	55.500000	1	1	1	NCBI RefSeq	GCF_047497135.1-RS_2025_02_07	2025-02-07	3342	3252	54	na
GCF_047649235.1	PRJNA224116	SAMN46528933	na	na	2692802	2692802	Leptolyngbya sp. FACHB-1624	strain=FACHB-1624	na	latest	Complete Genome	Major	Full	2025-02-13	FACHB-1624_genome	Central China Normal University	GCA_047649235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/649/235/GCF_047649235.1_FACHB-1624_genome	na	na	na	haploid	bacteria	6500472	6500472	47.000000	1	1	1	NCBI RefSeq	GCF_047649235.1-RS_2025_02_12	2025-02-12	6170	6045	79	na
GCF_047716785.1	PRJNA224116	SAMN46240870	na	na	3392295	3392295	Synechococcus sp. A10-1-5-9	strain=A10-1-5-9	na	latest	Complete Genome	Major	Full	2025-02-13	ASM4771678v1	ShanDong University	GCA_047716785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/716/785/GCF_047716785.1_ASM4771678v1	na	na	na	haploid	bacteria	2660754	2660754	57.500000	1	1	1	NCBI RefSeq	GCF_047716785.1-RS_2025_02_13	2025-02-13	2828	2739	54	na
GCF_047716805.1	PRJNA224116	SAMN46240756	na	na	3392294	3392294	Synechococcus sp. W4D4	strain=W4D4	na	latest	Complete Genome	Major	Full	2025-02-13	ASM4771680v1	ShanDong University	GCA_047716805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/716/805/GCF_047716805.1_ASM4771680v1	na	na	na	haploid	bacteria	2369322	2369322	62.000000	1	1	1	NCBI RefSeq	GCF_047716805.1-RS_2025_02_13	2025-02-13	2591	2522	59	na
GCF_047716815.1	PRJNA224116	SAMN46240849	na	na	3392296	3392296	Synechococcus sp. W2B2	strain=W2B2	na	latest	Complete Genome	Major	Full	2025-02-13	ASM4771681v1	ShanDong University	GCA_047716815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/716/815/GCF_047716815.1_ASM4771681v1	na	na	na	haploid	bacteria	2623530	2623530	57.500000	1	1	1	NCBI RefSeq	GCF_047716815.1-RS_2025_02_13	2025-02-13	2738	2651	54	na
GCF_047947085.1	PRJNA224116	SAMN37883949	na	na	74545	1219	Prochlorococcus marinus str. MIT 9302	strain=MIT 9302	na	latest	Complete Genome	Major	Full	2025-02-28	ASM4794708v1	Massachusetts Institute of Technology	GCA_047947085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/947/085/GCF_047947085.1_ASM4794708v1	na	na	na	haploid	bacteria	1743611	1743611	31.000000	1	1	1	NCBI RefSeq	GCF_047947085.1-RS_2025_02_25	2025-02-25	1978	1926	43	na
GCF_048077055.1	PRJNA224116	SAMN46743293	na	na	3398834	3398834	Egbenema sp. FJBBOT/2019	strain=FJBBOT/2019	na	latest	Complete Genome	Major	Full	2025-03-01	ASM4807705v1	Somaiya Vidyavihar University	GCA_048077055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/077/055/GCF_048077055.1_ASM4807705v1	na	na	na	haploid	bacteria	7506658	7506658	50.500000	1	1	1	NCBI RefSeq	GCF_048077055.1-RS_2025_02_27	2025-02-27	6960	6407	62	na
GCF_048568235.1	PRJNA224116	SAMN47220721	na	na	1086822	1086822	Anabaena sp. FACHB-709	strain=FACHB-709	na	latest	Complete Genome	Major	Full	2025-03-15	FACHB-709_genome	Central China Normal University	GCA_048568235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/568/235/GCF_048568235.1_FACHB-709_genome	na	na	na	haploid	bacteria	7214617	7214617	41.500000	7	7	7	NCBI RefSeq	GCF_048568235.1-RS_2025_03_14	2025-03-14	6204	6001	86	na
GCF_048568275.1	PRJNA224116	SAMN47220197	na	na	3403436	3403436	Anabaena sp. FACHB-595	strain=FACHB-595	na	latest	Complete Genome	Major	Full	2025-03-15	FACHB-595_genome	Central China Normal University	GCA_048568275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/568/275/GCF_048568275.1_FACHB-595_genome	na	na	na	haploid	bacteria	7177355	7177355	41.500000	6	6	6	NCBI RefSeq	GCF_048568275.1-RS_2025_03_14	2025-03-14	6140	5914	86	na
GCF_048593405.1	PRJNA224116	SAMN46003490	na	na	2486203	1126	Microcystis aeruginosa FACHB-524	strain=FACHB-524	na	latest	Complete Genome	Major	Full	2025-03-18	ASM4859340v1	Institute of Hydrobiology	GCA_048593405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/593/405/GCF_048593405.1_ASM4859340v1	na	na	na	haploid	bacteria	5074437	5074437	42.500000	5	5	5	NCBI RefSeq	GCF_048593405.1-RS_2025_03_18	2025-03-18	4981	4525	52	40004028
